granularmode,GranularSetting,GranularTotal,heading,servicetype,speedmph,spreaderstatus,vehicleid,xcoord,ycoord,reporttimeepoch
C,0,430691,96,Idle,0,O,H78,-87.99807,41.98498,1643973965
C,150,591321,352,Spreading,35,S,H69,-88.0373,41.78017,1643973993
C,150,591341,2,Spreading,24,S,H69,-88.03735,41.7837,1643974024
C,0,686136,324,Idle,0,O,H93,-88.25082,41.87667,1643974029
C,0,591374,0,Idle,0,O,H69,-88.0373,41.78455,1643974053
C,0,147,0,Idle,0,U,H94,-88.1465,41.86572,1643974082
C,150,591374,76,Spreading,8,S,H69,-88.03703,41.78477,1643974084
C,0,591388,80,In Transit,17,O,H69,-88.03422,41.78513,1643974112
C,0,591396,80,In Transit,26,O,H69,-88.0261,41.78615,1643974173
C,0,686136,0,Idle,0,O,H93,-88.25083,41.87668,1643974173
C,0,591457,70,In Transit,29,O,H69,-88.02122,41.78675,1643974206
C,1000,591408,80,Spreading,29,B,H69,-88.02333,41.78647,1643974206
C,0,591525,88,In Transit,31,O,H69,-88.01582,41.78718,1643974233
C,0,1004646,0,Idle,0,O,H67,-88.0573,41.95678,1643974263
C,0,591551,88,In Transit,26,O,H69,-88.01063,41.78752,1643974263
C,0,591587,88,In Transit,24,O,H69,-88.00712,41.7876,1643974294
C,150,591643,88,Spreading,26,S,H69,-88.00375,41.78767,1643974323
C,0,591674,86,In Transit,29,O,H69,-87.99868,41.78775,1643974353
C,0,147,0,Idle,0,U,H94,-88.14652,41.8657,1643974382
C,0,591734,86,In Transit,29,O,H69,-87.99383,41.78783,1643974383
C,0,591745,90,In Transit,33,O,H69,-87.98867,41.78793,1643974413
C,150,591770,88,Spreading,35,S,H69,-87.98288,41.78803,1643974445
C,150,591801,88,Spreading,31,S,H69,-87.97783,41.78812,1643974473
C,0,686136,0,Idle,0,O,H93,-88.25083,41.87668,1643974473
C,150,591884,88,Spreading,35,S,H69,-87.9723,41.78822,1643974503
C,150,591944,88,Spreading,33,S,H69,-87.96648,41.78833,1643974534
C,0,1004646,0,Idle,0,O,H67,-88.05727,41.95677,1643974563
C,150,592012,88,Spreading,31,S,H69,-87.96112,41.78845,1643974564
C,1000,592064,90,Spreading,22,B,H69,-87.95703,41.78853,1643974594
C,1000,592064,86,Spreading,15,B,H69,-87.95425,41.78858,1643974623
C,1000,592163,92,Spreading,13,B,H69,-87.95215,41.78862,1643974654
C,0,147,0,Idle,0,O,H94,-88.14652,41.86572,1643974682
C,1000,592233,88,Spreading,24,B,H69,-87.94957,41.78853,1643974683
C,150,592343,84,Spreading,31,S,H69,-87.94485,41.78867,1643974713
C,0,147,0,Idle,0,U,H94,-88.14642,41.86565,1643974742
C,0,592427,92,In Transit,31,O,H69,-87.93908,41.78895,1643974743
C,0,686136,0,Idle,0,O,H93,-88.25085,41.87672,1643974773
C,1000,592447,88,Spreading,13,B,H69,-87.9362,41.78898,1643974774
C,0,592532,88,In Transit,22,O,H69,-87.93268,41.78903,1643974803
C,150,592564,86,Spreading,15,S,H69,-87.93118,41.78907,1643974836
C,0,1004646,0,Idle,0,O,H67,-88.05728,41.95677,1643974863
C,150,592622,88,Spreading,17,S,H69,-87.92695,41.78917,1643974863
C,150,592668,88,Spreading,31,S,H69,-87.92263,41.78927,1643974893
C,150,592755,90,Spreading,31,S,H69,-87.9172,41.78938,1643974923
C,150,592755,0,Idle,0,S,H69,-87.91375,41.7894,1643974953
C,0,147,0,Idle,0,U,H94,-88.1464,41.86567,1643974982
C,150,592755,284,Spreading,6,S,H69,-87.91377,41.78952,1643974983
C,0,592759,0,Idle,0,O,H69,-87.91615,41.78952,1643975013
C,150,592759,270,Spreading,8,S,H69,-87.91645,41.78953,1643975043
C,0,1004646,0,Idle,0,O,H67,-88.05667,41.95598,1643975073
C,0,592770,268,In Transit,33,O,H69,-87.92032,41.78947,1643975073
C,0,686136,0,Idle,0,O,H93,-88.25087,41.87668,1643975073
C,0,1004646,128,In Transit,13,O,H67,-88.05657,41.95568,1643975103
C,150,592771,266,Spreading,17,S,H69,-87.92672,41.78937,1643975103
C,0,1004646,104,In Transit,24,O,H67,-88.05215,41.9548,1643975133
C,150,592798,268,Spreading,24,S,H69,-87.92928,41.78928,1643975133
C,0,1004646,42,In Transit,20,O,H67,-88.05092,41.95472,1643975164
C,150,592841,272,Spreading,6,S,H69,-87.93145,41.78925,1643975164
C,0,1004646,0,In Transit,31,O,H67,-88.04992,41.95805,1643975192
C,0,1004646,342,In Transit,31,O,H67,-88.0507,41.9601,1643975224
C,0,592877,266,Idle,0,O,H69,-87.93543,41.7892,1643975224
C,0,1004646,0,In Transit,31,O,H67,-88.0516,41.96487,1643975261
C,1000,592891,266,Spreading,22,B,H69,-87.93888,41.7891,1643975261
C,1000,592891,270,Spreading,15,B,H69,-87.93625,41.78917,1643975261
C,0,147,0,Idle,0,U,H94,-88.14642,41.86562,1643975282
C,0,1004646,358,In Transit,29,O,H67,-88.05158,41.96677,1643975283
C,0,1004646,0,In Transit,29,O,H67,-88.0515,41.97082,1643975313
C,150,593065,268,Spreading,29,S,H69,-87.94707,41.78872,1643975314
C,0,1004646,0,In Transit,24,O,H67,-88.05145,41.97487,1643975343
C,150,593127,274,Spreading,17,S,H69,-87.95138,41.78872,1643975344
C,0,1004646,0,In Transit,31,O,H67,-88.0514,41.98005,1643975373
C,150,593127,264,Spreading,20,S,H69,-87.95413,41.78877,1643975373
C,0,686136,0,Idle,0,O,H93,-88.25085,41.87668,1643975373
C,0,1004646,358,In Transit,38,O,H67,-88.05132,41.98303,1643975403
C,150,593127,266,Spreading,26,S,H69,-87.95655,41.7887,1643975403
C,0,1004646,10,In Transit,35,O,H67,-88.05112,41.9871,1643975434
C,0,1004646,34,In Transit,33,O,H67,-88.04708,41.99035,1643975463
C,0,1004646,0,In Transit,29,O,H67,-88.04592,41.99388,1643975493
C,150,593306,266,Spreading,20,S,H69,-87.96987,41.78843,1643975493
C,150,593337,268,Spreading,24,S,H69,-87.97203,41.78837,1643975523
C,0,1004646,0,In Transit,2,O,H67,-88.04582,41.99872,1643975527
C,0,1004646,86,In Transit,31,O,H67,-88.04425,41.9993,1643975553
C,150,593413,266,Spreading,11,S,H69,-87.97518,41.78833,1643975553
C,0,1004646,86,In Transit,26,O,H67,-88.04083,41.99942,1643975582
C,0,147,0,Idle,0,U,H94,-88.14642,41.8656,1643975582
C,0,1004646,130,In Transit,24,O,H67,-88.0368,41.99828,1643975613
C,0,1004646,0,Idle,0,O,H67,-88.03162,41.99608,1643975643
C,150,593556,268,Spreading,26,S,H69,-87.98765,41.7881,1643975673
C,0,686136,0,Idle,0,O,H93,-88.25085,41.87668,1643975673
C,150,593604,270,Spreading,31,S,H69,-87.99132,41.78803,1643975703
C,150,593645,268,Spreading,15,S,H69,-87.99403,41.78802,1643975733
C,0,1004646,0,Idle,0,O,H67,-88.03087,41.99455,1643975763
C,150,593699,268,Spreading,24,S,H69,-87.99905,41.78793,1643975763
C,150,593775,266,Spreading,26,S,H69,-88.0029,41.78777,1643975793
C,150,593812,266,Spreading,22,S,H69,-88.00605,41.78765,1643975823
C,150,593893,266,Spreading,22,S,H69,-88.0108,41.78753,1643975853
C,0,147,0,Idle,0,U,H94,-88.14643,41.8656,1643975882
C,150,593941,266,Spreading,26,S,H69,-88.01425,41.78725,1643975883
C,150,593991,274,Spreading,13,S,H69,-88.01827,41.7873,1643975913
C,150,593991,248,Spreading,26,S,H69,-88.02103,41.78678,1643975943
C,0,686136,0,Idle,0,O,H93,-88.25083,41.87668,1643975973
C,1000,594179,260,Spreading,26,B,H69,-88.03325,41.78535,1643976034
C,0,1004646,0,Idle,0,O,H67,-88.03063,41.99457,1643976066
C,1000,594281,262,Spreading,20,B,H69,-88.0373,41.78488,1643976066
C,150,594328,262,Spreading,26,S,H69,-88.0395,41.78463,1643976093
C,1000,594415,276,Spreading,29,B,H69,-88.04665,41.78467,1643976123
C,150,594560,280,Spreading,35,S,H69,-88.05377,41.78588,1643976162
C,0,147,0,Idle,0,U,H94,-88.14643,41.8656,1643976183
C,0,686136,0,Idle,0,O,H93,-88.25085,41.87668,1643976273
C,150,594584,280,Spreading,33,S,H69,-88.05492,41.78607,1643976291
C,150,594928,268,Spreading,11,S,H69,-88.07368,41.78677,1643976297
C,0,594932,334,In Transit,6,O,H69,-88.07387,41.7869,1643976303
C,0,594932,304,In Transit,6,O,H69,-88.07432,41.78738,1643976334
C,0,1004646,0,Idle,0,O,H67,-88.03065,41.99453,1643976362
C,0,594932,172,In Transit,6,O,H69,-88.07458,41.7874,1643976363
C,0,559966,0,Idle,0,O,H70,-87.9629,41.83177,1643976363
C,0,559966,264,In Transit,20,O,H70,-87.9638,41.83197,1643976392
C,0,147,138,In Transit,6,O,H94,-88.14637,41.8655,1643976393
C,0,76865,200,In Transit,2,O,H85,-88.17232,41.80407,1643976394
C,0,147,338,In Transit,6,O,H94,-88.14668,41.86442,1643976423
C,0,76865,190,Idle,0,O,H85,-88.17248,41.80368,1643976424
C,150,595039,86,Spreading,24,S,H69,-88.07112,41.78667,1643976453
C,0,184,26,Idle,0,O,H94,-88.14675,41.865,1643976453
C,0,76865,188,In Transit,6,O,H85,-88.17202,41.8033,1643976454
C,150,595117,86,Spreading,29,S,H69,-88.06688,41.78688,1643976483
C,0,184,0,Idle,0,O,H94,-88.14673,41.86495,1643976483
C,0,559966,0,Idle,0,O,H70,-87.97153,41.83173,1643976484
C,0,76865,200,Idle,0,O,H85,-88.17237,41.80255,1643976485
C,150,595128,86,Spreading,29,S,H69,-88.06607,41.78692,1643976512
M,0,30939,238,Idle,0,O,H74,-88.08077,41.90162,1643976541
C,0,595199,96,In Transit,11,O,H69,-88.05945,41.78652,1643976543
C,0,76865,106,In Transit,13,O,H85,-88.1721,41.80215,1643976545
M,0,30939,220,In Transit,4,O,H74,-88.0808,41.90145,1643976571
C,0,595199,92,In Transit,6,O,H69,-88.05922,41.78652,1643976573
C,0,686136,0,Idle,0,O,H93,-88.2508,41.87668,1643976574
C,0,76865,96,In Transit,24,O,H85,-88.16987,41.8019,1643976575
M,0,30939,270,Idle,0,O,H74,-88.08198,41.9011,1643976601
C,0,595199,104,In Transit,6,O,H69,-88.0592,41.7865,1643976603
C,0,76865,98,Idle,0,O,H85,-88.16772,41.80172,1643976604
M,0,30939,10,Idle,0,O,H74,-88.08215,41.90237,1643976631
C,0,595199,106,In Transit,6,O,H69,-88.05917,41.78648,1643976633
C,0,76865,2,In Transit,11,O,H85,-88.16723,41.80192,1643976634
C,0,1004646,0,Idle,0,O,H67,-88.03067,41.99455,1643976663
C,0,76865,0,In Transit,24,O,H85,-88.1672,41.80483,1643976663
M,0,30939,296,In Transit,17,O,H74,-88.08232,41.90287,1643976691
C,0,651859,90,In Transit,6,O,H60,-88.01633,41.75297,1643976693
M,60,595199,292,Spreading,2,S,H69,-88.059,41.78648,1643976693
C,0,430691,232,In Transit,6,O,H78,-87.99783,41.98463,1643976695
C,0,76865,0,In Transit,29,O,H85,-88.16722,41.80717,1643976695
M,0,30939,266,In Transit,44,O,H74,-88.08643,41.90282,1643976722
M,100,595199,118,Spreading,6,B,H69,-88.05913,41.78647,1643976723
C,0,430691,264,Idle,0,O,H78,-87.99855,41.98458,1643976724
C,0,76865,354,Idle,0,O,H85,-88.16718,41.81053,1643976725
M,0,30939,266,In Transit,38,O,H74,-88.09618,41.9025,1643976751
C,150,595219,98,Spreading,29,S,H69,-88.05508,41.78583,1643976755
C,0,430691,172,In Transit,6,O,H78,-87.999,41.98458,1643976755
C,0,76865,20,In Transit,2,O,H85,-88.16715,41.8106,1643976755
M,0,30939,266,In Transit,22,O,H74,-88.09953,41.90242,1643976781
C,0,430691,244,In Transit,11,O,H78,-87.99907,41.98397,1643976783
C,0,76865,350,In Transit,22,O,H85,-88.16733,41.81187,1643976783
C,150,595300,98,Spreading,6,S,H69,-88.05228,41.78552,1643976784
M,0,30939,280,Idle,0,O,H74,-88.10032,41.9024,1643976811
C,0,430691,222,In Transit,11,O,H78,-88.00398,41.98455,1643976814
C,0,76865,358,In Transit,22,O,H85,-88.16817,41.81593,1643976814
C,150,595443,102,Spreading,35,S,H69,-88.04783,41.78472,1643976815
M,0,30939,282,In Transit,2,O,H74,-88.1005,41.90228,1643976841
C,0,559966,268,Idle,0,O,H70,-88.01042,41.83107,1643976842
C,0,430691,138,In Transit,8,O,H78,-88.00418,41.98345,1643976843
C,0,76865,356,In Transit,24,O,H85,-88.16827,41.81787,1643976843
C,0,595538,82,In Transit,40,O,H69,-88.04072,41.78443,1643976852
M,0,30939,278,In Transit,44,O,H74,-88.10713,41.90275,1643976871
C,100,651859,90,Spreading,15,S,H60,-88.01212,41.75098,1643976872
C,0,559966,210,In Transit,11,O,H70,-88.01088,41.83095,1643976872
C,150,595538,142,Spreading,8,S,H69,-88.03743,41.78458,1643976873
C,0,430691,108,In Transit,26,O,H78,-88.00042,41.98275,1643976873
C,0,76865,0,In Transit,24,O,H85,-88.1684,41.82202,1643976873
C,0,686136,0,Idle,0,O,H93,-88.2508,41.87665,1643976874
M,0,30939,278,In Transit,44,O,H74,-88.11205,41.90333,1643976901
C,150,595584,176,Spreading,35,S,H69,-88.03747,41.78115,1643976905
C,0,430691,130,In Transit,6,O,H78,-87.99848,41.98248,1643976905
C,0,76865,0,In Transit,26,O,H85,-88.16838,41.82415,1643976905
M,0,30939,278,In Transit,44,O,H74,-88.12195,41.90448,1643976932
C,0,651912,86,In Transit,15,O,H60,-88.00363,41.75118,1643976933
C,150,595584,170,Spreading,8,S,H69,-88.03727,41.77977,1643976933
C,0,76865,2,In Transit,22,O,H85,-88.16827,41.82865,1643976935
C,0,430691,180,In Transit,29,O,H78,-87.9982,41.97955,1643976936
M,0,30939,278,In Transit,44,O,H74,-88.12675,41.90507,1643976961
C,0,651912,88,In Transit,6,O,H60,-88.0032,41.75118,1643976962
C,0,1004646,0,Idle,0,O,H67,-88.0306,41.99453,1643976962
C,0,595669,176,In Transit,35,O,H69,-88.03683,41.77408,1643976963
C,0,76865,0,In Transit,2,O,H85,-88.16813,41.82985,1643976963
C,0,430691,180,In Transit,31,O,H78,-87.9982,41.97587,1643976964
M,0,30939,278,In Transit,42,O,H74,-88.13617,41.9062,1643976991
C,0,559966,216,In Transit,26,O,H70,-88.01078,41.81588,1643976992
C,0,595669,240,In Transit,11,O,H69,-88.0369,41.77242,1643976993
C,0,430691,180,In Transit,33,O,H78,-87.99825,41.97165,1643976993
C,0,76875,356,In Transit,22,O,H85,-88.1682,41.83127,1643976995
M,0,30939,284,Idle,0,O,H74,-88.13985,41.90667,1643977021
C,0,559966,178,In Transit,26,O,H70,-88.0113,41.81263,1643977022
C,0,595669,268,In Transit,35,O,H69,-88.04295,41.77225,1643977023
C,0,430691,184,In Transit,17,O,H78,-87.99837,41.96877,1643977025
C,0,76875,346,In Transit,29,O,H85,-88.16937,41.83575,1643977025
M,0,30939,278,In Transit,4,O,H74,-88.13987,41.90668,1643977051
C,0,595669,250,In Transit,35,O,H69,-88.0474,41.77207,1643977053
C,0,430691,120,In Transit,13,O,H78,-87.99813,41.96648,1643977053
C,0,76875,348,In Transit,31,O,H85,-88.16997,41.83813,1643977053
M,0,30939,278,In Transit,33,O,H74,-88.1469,41.9075,1643977081
C,0,686136,280,In Transit,22,O,H93,-88.25313,41.87815,1643977083
C,0,430691,100,In Transit,26,O,H78,-87.99453,41.9659,1643977085
C,0,76875,22,In Transit,24,O,H85,-88.1705,41.84312,1643977085
M,0,30939,270,Idle,0,O,H74,-88.15013,41.90787,1643977111
C,1000,559971,178,Spreading,15,S,H70,-88.01115,41.80928,1643977112
C,0,595669,224,In Transit,29,O,H69,-88.05613,41.7654,1643977113
C,0,76875,38,In Transit,24,O,H85,-88.16878,41.84487,1643977113
C,0,430691,102,Idle,0,O,H78,-87.99052,41.96525,1643977114
C,0,686136,200,In Transit,22,O,H93,-88.25442,41.87737,1643977114
M,0,30939,270,In Transit,2,O,H74,-88.1501,41.90788,1643977141
C,0,559996,266,In Transit,15,O,H70,-88.0117,41.80888,1643977142
C,0,686136,202,In Transit,24,O,H93,-88.25725,41.87538,1643977143
C,0,595669,238,In Transit,35,O,H69,-88.06232,41.76188,1643977144
C,0,76875,36,In Transit,24,O,H85,-88.16515,41.84823,1643977146
C,0,430700,174,In Transit,17,O,H78,-87.99037,41.96468,1643977147
M,0,30939,278,In Transit,40,O,H74,-88.15295,41.9082,1643977171
C,0,559996,326,In Transit,11,O,H70,-88.01463,41.8087,1643977172
C,0,430700,174,In Transit,24,O,H78,-87.99013,41.96277,1643977174
C,0,76875,18,In Transit,26,O,H85,-88.1639,41.85008,1643977174
C,0,686136,144,In Transit,29,O,H93,-88.25647,41.87213,1643977180
M,0,30939,278,In Transit,44,O,H74,-88.16253,41.90933,1643977201
C,0,559996,70,In Transit,8,O,H70,-88.0147,41.81113,1643977202
C,100,651913,86,Spreading,6,S,H60,-87.97413,41.7517,1643977203
C,0,239902,174,In Transit,6,O,H75,-88.04267,41.8078,1643977203
C,0,76875,20,In Transit,13,O,H85,-88.16218,41.8537,1643977204
C,0,430700,174,In Transit,29,O,H78,-87.98977,41.95918,1643977205
M,0,30939,278,In Transit,44,O,H74,-88.1672,41.9099,1643977231
C,0,559996,92,Idle,0,O,H70,-88.01138,41.8112,1643977232
C,0,239902,118,In Transit,8,O,H75,-88.04257,41.80747,1643977232
C,0,686136,92,In Transit,15,O,H93,-88.25573,41.87088,1643977233
C,0,76875,14,Idle,0,O,H85,-88.16193,41.85418,1643977234
C,0,586529,174,Idle,0,O,H62,-88.20553,41.97345,1643977235
C,0,430700,174,In Transit,29,O,H78,-87.98945,41.95625,1643977235
M,0,30939,284,Idle,0,O,H74,-88.17447,41.91075,1643977261
C,0,1004646,0,Idle,0,O,H67,-88.0306,41.99453,1643977263
C,0,595669,194,In Transit,13,O,H69,-88.06528,41.76067,1643977263
C,600,559996,178,Spreading,17,S,H70,-88.0112,41.81005,1643977263
C,0,686136,94,In Transit,35,O,H93,-88.2525,41.87075,1643977263
C,0,430700,174,In Transit,6,O,H78,-87.98898,41.95225,1643977265
C,0,76875,216,In Transit,6,O,H85,-88.16212,41.85423,1643977265
C,600,559996,182,Idle,0,S,H70,-88.0112,41.80897,1643977296
M,0,30939,278,In Transit,44,O,H74,-88.17747,41.91113,1643977296
C,0,239902,156,Idle,0,O,H75,-88.03855,41.80718,1643977297
C,0,595669,176,In Transit,40,O,H69,-88.06498,41.75672,1643977298
C,0,686136,90,In Transit,40,O,H93,-88.24335,41.87027,1643977298
C,0,76875,200,In Transit,26,O,H85,-88.16382,41.8507,1643977300
C,0,430700,178,In Transit,22,O,H78,-87.9888,41.94955,1643977301
M,0,30939,278,In Transit,42,O,H74,-88.18237,41.91168,1643977322
C,0,686136,28,In Transit,40,O,H93,-88.23793,41.87307,1643977323
C,0,595669,166,In Transit,33,O,H69,-88.0644,41.75077,1643977324
C,0,430700,240,In Transit,6,O,H78,-87.98885,41.94915,1643977326
C,0,76875,218,In Transit,29,O,H85,-88.16507,41.84848,1643977326
M,0,30939,282,In Transit,44,O,H74,-88.19165,41.91285,1643977351
C,0,560038,262,In Transit,22,O,H70,-88.01253,41.8088,1643977352
C,0,651970,88,In Transit,26,O,H60,-87.96447,41.75192,1643977353
C,0,686136,0,Idle,0,O,H93,-88.23533,41.87657,1643977353
C,0,430700,16,Idle,0,O,H78,-87.98962,41.94842,1643977354
C,0,76875,220,In Transit,26,O,H85,-88.16907,41.84472,1643977354
M,0,30939,282,In Transit,42,O,H74,-88.19642,41.9136,1643977381
C,0,560038,0,Idle,0,O,H70,-88.01442,41.80863,1643977382
C,0,239902,168,In Transit,31,O,H75,-88.03822,41.8053,1643977382
C,0,76875,198,In Transit,26,O,H85,-88.17087,41.84277,1643977384
M,0,30939,280,In Transit,35,O,H74,-88.20552,41.91497,1643977411
C,0,651970,0,Idle,0,O,H60,-87.9546,41.75212,1643977412
C,0,560038,348,In Transit,8,O,H70,-88.01472,41.80872,1643977412
C,0,76875,168,In Transit,24,O,H85,-88.17018,41.83847,1643977415
M,0,30939,286,In Transit,2,O,H74,-88.20778,41.91532,1643977441
C,0,560038,70,In Transit,8,O,H70,-88.01468,41.81115,1643977442
C,0,239902,182,In Transit,35,O,H75,-88.03765,41.79682,1643977442
C,0,595669,178,In Transit,29,O,H69,-88.06288,41.74278,1643977443
C,0,76875,168,In Transit,26,O,H85,-88.16965,41.8364,1643977444
C,0,686136,288,In Transit,31,O,H93,-88.23717,41.87762,1643977444
M,0,30939,282,In Transit,42,O,H74,-88.21357,41.9162,1643977471
C,0,595669,220,Idle,0,O,H69,-88.06403,41.7418,1643977473
C,0,686136,286,In Transit,35,O,H93,-88.24203,41.87855,1643977474
C,0,76875,174,In Transit,29,O,H85,-88.16837,41.83163,1643977475
M,0,30939,282,In Transit,46,O,H74,-88.2184,41.917,1643977502
C,0,239902,176,In Transit,29,O,H75,-88.03777,41.78885,1643977502
C,0,651970,86,In Transit,33,O,H60,-87.94897,41.75223,1643977503
C,0,686136,0,In Transit,29,O,H93,-88.2444,41.88157,1643977504
C,0,76875,178,In Transit,35,O,H85,-88.16838,41.82887,1643977505
M,0,30939,280,In Transit,46,O,H74,-88.22855,41.91857,1643977531
C,0,76875,178,In Transit,29,O,H85,-88.16848,41.8232,1643977531
C,0,651970,90,Idle,0,O,H60,-87.94508,41.75253,1643977532
C,0,239908,176,In Transit,29,O,H75,-88.03757,41.7862,1643977532
C,0,686136,10,In Transit,35,O,H93,-88.24408,41.88418,1643977534
C,0,76875,180,In Transit,26,O,H85,-88.1685,41.82102,1643977560
M,0,30939,280,In Transit,17,O,H74,-88.23663,41.91977,1643977561
C,0,1004646,0,Idle,0,O,H67,-88.0306,41.99455,1643977562
C,0,560038,12,In Transit,11,O,H70,-88.0111,41.8113,1643977562
C,0,686136,0,In Transit,42,O,H93,-88.2432,41.89068,1643977563
C,0,76875,178,In Transit,24,O,H85,-88.1683,41.81658,1643977590
M,0,30939,292,In Transit,2,O,H74,-88.23717,41.9199,1643977591
C,0,651970,30,In Transit,15,O,H60,-87.94455,41.75265,1643977592
C,0,239908,260,In Transit,4,O,H75,-88.03757,41.78482,1643977592
C,0,76875,172,In Transit,26,O,H85,-88.16818,41.81438,1643977620
M,0,30939,176,In Transit,29,O,H74,-88.23817,41.91717,1643977621
C,0,239908,96,In Transit,8,O,H75,-88.03945,41.78407,1643977622
C,0,76875,176,In Transit,15,O,H85,-88.16742,41.81103,1643977650
M,0,30939,180,In Transit,33,O,H74,-88.23812,41.91447,1643977651
C,0,239908,96,In Transit,2,O,H75,-88.03767,41.784,1643977652
C,0,76875,180,In Transit,26,O,H85,-88.16735,41.80897,1643977680
M,0,30939,180,In Transit,31,O,H74,-88.23818,41.90883,1643977681
C,0,651970,240,In Transit,6,O,H60,-87.9422,41.75263,1643977682
C,0,239908,0,Idle,0,O,H75,-88.03742,41.78417,1643977683
C,150,76875,180,Spreading,4,S,H85,-88.16735,41.80442,1643977712
M,0,30939,242,In Transit,8,O,H74,-88.2383,41.90763,1643977714
M,0,30939,268,In Transit,20,O,H74,-88.24013,41.90765,1643977741
C,150,76882,178,Spreading,22,S,H85,-88.16742,41.80282,1643977741
C,0,686138,90,In Transit,31,O,H93,-88.22263,41.89965,1643977749
C,0,586529,336,Idle,0,O,H62,-88.20465,41.97427,1643977770
C,0,76897,226,Idle,0,O,H85,-88.16757,41.80188,1643977770
M,0,30939,334,Idle,0,O,H74,-88.24188,41.90778,1643977772
C,0,239908,358,In Transit,42,O,H75,-88.03773,41.7915,1643977772
C,0,595669,0,Idle,0,O,H69,-88.06462,41.74093,1643977773
C,0,686138,88,In Transit,24,O,H93,-88.22012,41.89968,1643977773
C,0,586529,20,Idle,0,O,H62,-88.20452,41.97467,1643977800
C,0,76897,278,In Transit,22,O,H85,-88.1698,41.80205,1643977801
C,0,686138,88,In Transit,31,O,H93,-88.21457,41.89978,1643977803
C,0,586529,280,In Transit,13,O,H62,-88.20475,41.97487,1643977830
C,0,76897,288,In Transit,22,O,H85,-88.17243,41.80237,1643977830
C,0,239908,354,In Transit,35,O,H75,-88.0372,41.80057,1643977832
C,100,651970,268,Spreading,33,S,H60,-87.96205,41.75215,1643977833
C,0,686138,88,In Transit,31,O,H93,-88.20915,41.89987,1643977834
M,0,30939,334,In Transit,2,O,H74,-88.24188,41.90782,1643977842
C,0,586529,272,In Transit,31,O,H62,-88.20917,41.97515,1643977860
C,0,76897,322,In Transit,24,O,H85,-88.1744,41.80362,1643977860
M,0,30939,4,Idle,0,O,H74,-88.24195,41.90803,1643977862
C,0,651986,268,In Transit,31,O,H60,-87.96462,41.75208,1643977864
C,0,1004646,0,Idle,0,O,H67,-88.0306,41.99455,1643977864
C,0,686138,88,In Transit,6,O,H93,-88.20447,41.89992,1643977864
C,0,76897,264,In Transit,26,O,H85,-88.17933,41.8053,1643977890
C,0,586529,266,In Transit,40,O,H62,-88.21567,41.97515,1643977893
C,0,239908,346,Idle,0,O,H75,-88.03828,41.80628,1643977893
C,0,686138,88,In Transit,26,O,H93,-88.20225,41.89993,1643977893
C,0,76897,264,In Transit,26,O,H85,-88.18247,41.80505,1643977920
C,0,586529,334,In Transit,13,O,H62,-88.2227,41.9751,1643977921
C,0,560038,234,In Transit,31,O,H70,-87.99237,41.82173,1643977922
C,0,651986,0,Idle,0,O,H60,-87.97337,41.75195,1643977923
C,0,686138,90,In Transit,24,O,H93,-88.1965,41.89998,1643977923
C,0,586529,332,Idle,0,O,H62,-88.22273,41.97767,1643977950
C,0,76897,212,In Transit,24,O,H85,-88.1868,41.80302,1643977950
C,350,560038,182,Spreading,26,S,H70,-87.99573,41.81923,1643977952
C,0,239908,22,In Transit,26,O,H75,-88.03803,41.80797,1643977952
C,0,595669,0,Idle,0,O,H69,-88.06503,41.74092,1643977953
C,250,586529,180,Spreading,20,S,H62,-88.22295,41.97545,1643977981
C,0,76897,338,In Transit,6,O,H85,-88.18885,41.80188,1643977981
C,0,560045,176,In Transit,31,O,H70,-87.99557,41.81557,1643977982
C,100,651986,268,Spreading,13,S,H60,-87.97368,41.75195,1643977983
C,0,686138,142,In Transit,17,O,H93,-88.19538,41.89982,1643977983
C,0,76897,4,In Transit,20,O,H85,-88.18855,41.80548,1643978010
C,250,586529,226,Spreading,6,S,H62,-88.22302,41.975,1643978011
C,0,239908,42,In Transit,33,O,H75,-88.03063,41.8131,1643978012
C,0,652004,264,In Transit,26,O,H60,-87.97685,41.75188,1643978013
C,0,686138,178,In Transit,38,O,H93,-88.19438,41.89743,1643978013
C,0,76897,72,In Transit,8,O,H85,-88.18822,41.80682,1643978040
C,250,586529,272,Spreading,38,S,H62,-88.22748,41.97505,1643978041
C,0,560046,178,Idle,0,O,H70,-87.99538,41.8097,1643978042
C,0,652004,268,In Transit,35,O,H60,-87.98332,41.7517,1643978043
C,0,686138,178,In Transit,38,O,H93,-88.19447,41.8913,1643978043
C,0,76897,92,In Transit,20,O,H85,-88.18642,41.80665,1643978070
C,0,239908,50,In Transit,33,O,H75,-88.02742,41.82048,1643978073
C,0,686138,180,In Transit,38,O,H93,-88.19447,41.88798,1643978073
C,0,76897,78,In Transit,29,O,H85,-88.18088,41.80717,1643978100
M,0,30939,6,In Transit,4,O,H74,-88.24198,41.90805,1643978101
C,0,239908,356,In Transit,35,O,H75,-88.02507,41.82472,1643978102
C,0,652004,268,In Transit,33,O,H60,-87.99912,41.7514,1643978104
C,0,686138,178,Idle,0,O,H93,-88.19447,41.88527,1643978104
C,0,76897,104,In Transit,11,O,H85,-88.17895,41.80728,1643978130
M,0,30939,180,In Transit,2,O,H74,-88.2419,41.90857,1643978133
C,0,239908,300,In Transit,13,O,H75,-88.0255,41.82803,1643978133
